Nom de l'offre touristique;Type de restaurant;Catégorie du restaurant;Adresse1;Adresse2;Adresse3;Code postal;Cedex;Bureau distributeur;Commune;Code Insee de la Commune;latitude;longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Type de plateforme/url;widget tripadvisor;Code Embed pour intégrer une video;Classement dans les guides restaurants;Label classement logis;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Labels;Service(s) proposé(s) sur l'équipement;Nombre max couverts;Nombre salles restaurant;Nombre max couverts en terrasse;Nombre salles de réunion;Nombre salles climatisées;Présence de l'offre sur les grands itinéraires vélo;Langue(s) parlée(s) à l'accueil;Langue(s) parlée(s) à l'accueil;Nombre personnes min pour les groupes;Nombre personnes max pour les groupes;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Centrale de réservation en ligne?;Moyen(s) de réservation en ligne;Tarifs;Mode(s) de paiement accepté(s);localisation;Département
RESTAURANT AMBIANCE BISTROT;Restaurant;Cuisine traditionnelle;;1 avenue de l'Europe;;85500;;;LES HERBIERS;85109;46.8769467;-1.0224757;"Gare SNCF||Cholet||27 ; Autoroute||Sortie 29||6 ; Puy du Fou||||12";;02.51.92.24.63;;ambiancebistrot@maisonplanchot.com;http://www.originehalle.com;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1056016-d6380451-Reviews-Ambiance_Bistrot-Les_Herbiers_Vendee_Pays_de_la_Loire.html;;;;;;;;;"Service en terrasse;WiFi";60;1;20;;;;oui;oui;;60;oui;"04/06/2020||30/09/2020||lundi au samedi le midi et soir + le dimanche midi||||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00|||| ; 01/10/2020||31/12/2020||lundi midi, mardi midi, du mercredi au samedi midi et soir||||11:30||14:00||||||11:30||14:00||||||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||19:00||22:00||11:30||14:00||||";;;;"Menu adulte du jour (midi en semaine)||14,95|||| ; Menu enfant||7,00|||| ; Menu adulte soir et week-end||19,95||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";46.8769467,-1.0224757;Vendée
RESTAURANT ANTONIA, LE CLAN DES MAMMA;Restaurant;Pizzeria;;3 bis, rue de la Barillerie;;72000;;;LE MANS;72181;48.0062607;0.19817379;;;09 82 26 93 09;;contact@leclandesmamma.com;https://www.leclandesmamma.com/antonia-le-mans/;;Facebook||https://www.facebook.com/pg/Antonia-Le-Clan-des-Mamma-320875155260716/about/?ref=page_internal;;;;;;;;;Service en terrasse;30;1;30;;1;;;;;;;||||||Fermé dimanche - lundi||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";48.0062607,0.19817379;Sarthe
RESTAURANT AU GARDE MANGER;Restaurant;Cuisine traditionnelle;;79 rue du Maine;Bazouges sur le Loir;72200;;;BAZOUGES CRÉ SUR LOIR;72025;47.6899878;-0.165811;;;02 43 45 49 12;;augardemanger@gmail.com;http://restaurantaugardemanger.jimdo.com;;Facebook||https://www.facebook.com/pages/Au-Garde-Manger/631771646838712?ref=hl;;;Guide du Routard Pays de la Loire;;;oui;;Maitres Restaurateurs;"Banquet;Climatisation;Plats à emporter;Séminaire;Service en terrasse;WiFi;Plats à emporter / Covid-19";60;2;30;0;1;;oui;oui;;50;non;"01/01/2020||30/06/2020||||||12:00||14:00||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||||||19:00||21:00||12:00||14:00|||| ; 01/07/2020||31/08/2020||||||12:00||14:00||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||12:00||14:00||19:00||21:00||12:00||14:00|||| ; 01/09/2020||31/12/2020||||||12:00||14:00||||||||||||||12:00||14:00||||||12:00||14:00||||||12:00||14:00||19:00||21:00||||||19:00||21:00||12:00||14:00||||";;;;"Menu adulte du jour (midi en semaine)||13,50||15,50|| ; Menu adulte soir et week-end||24,00||30,00|| ; Plats à la carte||13,90||22,90|| ; Menu enfant||7,80||||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant;Virement";47.6899878,-0.165811;Sarthe
RESTAURANT AU POISSON D'ARGENT;Hôtel restaurant;Restaurant gastronomique - cuisine raffinée;;;Le Port - LE MESNIL-EN-VALLEE;49410;;;MAUGES-SUR-LOIRE;49244;47.3974486;-0.9181788;"Route (nationale/départ.)||D723||1 ; Autoroute||||8 ; Gare SNCF||Angers||35 ; Gare routière||Ingrandes sur Loire||1";;02 41 78 96 12;;contact@aupoissondargent.com;http://www.aupoissondargent.com;;||http://www.tripadvisor.fr/Hotel_Review-g1080866-d627300-Reviews-Hotel_au_Poisson_d_Argent-Le_Mesnil_en_Vallee_Maine_et_Loire_Anjou_Loire_Valley_Pays_d.html;;;Le petit futé;Restaurant Gourmand;;oui;;"Logis;Qualité Tourisme";"Banquet;Séminaire;Service en terrasse;WiFi;Plats à emporter / Covid-19";150;3;40;1;3;;oui;oui;;170;oui;"01/01/2020||01/01/2021||||||||||||||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00|||| ; 01/01/2021||31/12/2021||||||||||||||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||19:30||21:00||12:00||14:00||||";GOHIN||02.41.78.96.12||contact@aupoissondargent.com;;;"Menu adulte du jour (midi en semaine)||11,00||15,00|| ; Menu adulte soir et week-end||23,00||43,00|| ; Plats à la carte||12,00||25,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.3974486,-0.9181788;Maine-et-Loire
RESTAURANT AUBERGE DE L'ABBAYE;Restaurant;Cuisine traditionnelle;;Impasse du Petit Versailles;;85420;;;MAILLEZAIS;85133;46.373707;-0.7442608;"Autoroute||A83, sortie n°9||8 ; Marais Poitevin||||0";;02 51 87 25 07;;aubergedeabbaye@orange.fr;http://www.auberge-de-abbaye85.fr;;"Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1236580-d1854759-Reviews-L_Auberge_de_L_Abbaye-Maillezais_Vendee_Pays_de_la_Loire.html ; Facebook||https://www.facebook.com/aubergedelabbaye85420/";;;"Gault Millau;Le petit futé";;;oui;;Tables et Auberges de France;"Service en terrasse;WiFi";100;;50;;;;oui;oui;;30;non;"02/06/2020||30/11/2020||ouvert 7j/7j en juillet et août ||Le dimanche soir et lundi de mars à novembre|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; ||||ouvert du 1er week end de Mars jusqu' à la fin des vacances de la toussaint , ouvert les deux premier week end de décembre lors du marché de noêl de Maillezais||||||||||||12:00||13:45||19:00||21:00||12:00||13:45||19:00||21:00||12:00||13:45||19:00||21:00||12:00||13:45||19:00||21:00||12:00||13:45||19:00||21:00||12:00||13:45|||| ; ||||Réouverture exceptionnelle pour les marchés de noël||||||||||||||||||||||||||||||||||||||||||||||||||||||||||";Auberge de l'Abbaye||02 51 87 25 07||www.auberge-de-abbaye85.fr;;;Menu adulte soir et week-end||||||tous les services;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";46.373707,-0.7442608;Vendée
RESTAURANT AUBERGE DE LA GÉE;Restaurant;Cuisine traditionnelle;;2 rue de l'Eglise;;72210;;;MAIGNE;72177;47.9375828;-0.0544133;"Route (nationale/départ.)||Route de Sablé||3 ; Autoroute||Louplande||10 ; Gare SNCF||Le Mans et Sablé-sur-Sarthe à 30km||15";;02 43 88 17 52;;;;;;;;;;;oui;;;Traiteur;60;1;12;;;;oui;oui;;60;;01/01/2020||31/12/2020||||mardi soir et dimanche sauf résa||||||||||||||||||||||||||||||||||||||||||||||||||||||||;BOURDIN||02.43.88.17.52||;;;"Menu adulte du jour (midi en semaine)||13,00|||| ; Menu adulte soir et week-end||27,00||30,00||";"Cartes bancaires;Chèques bancaires et postaux";47.9375828,-0.0544133;Sarthe
RESTAURANT AUBERGE DE LA RIVIÈRE;Restaurant;Restaurant gastronomique - cuisine raffinée;;2 rue du port de la Fouarne;Velluire;85770;;;LES VELLUIRE-SUR-VENDEE;85177;46.4063335;-0.8929987;"Gare SNCF||lucon||25 ; Autoroute||A83||8 ; Gare routière||Fontenay||12 ; Aéroport/aérodrome||NANTES||130";06 63 94 53 55;02 51 52 32 15;02 51 52 37 42;auberge.delariviere@wanadoo.fr;http://www.hotel-riviere-vendee.com;;Tripadvisor||;;;"Bottin Gourmand;Le petit futé;Michelin";Table distinguée;"Déficience auditive ; Déficience mentale ; Déficience moteur ; Déficience visuelle";oui;;"Certifié Cuisinerie gourmande;Logis;Maitres Restaurateurs;Qualité Tourisme;Tables et Auberges de France";"Plats à emporter;Séminaire;Service en terrasse;WiFi;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";50;2;15;1;0;;"Anglais;Français";"Anglais;Français";10;50;non;"01/10/2019||10/04/2020||||||||||||||||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00|||||| ; 11/04/2020||30/09/2020||||||||||||||||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||||12:00||||19:00||";;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";46.4063335,-0.8929987;Vendée
RESTAURANT AUBERGE DE MAÎTRE PANNETIER;Restaurant;Cuisine traditionnelle;;8 place du Corps de Garde;;85120;;;VOUVANT;85305;46.5718721;-0.7704539;"Aéroport/aérodrome||La Rochelle||70 ; Bord de mer||La Faute sur Mer||65 ; Marais Poitevin||Maillezais||30 ; Puy du Fou||||45 ; Autoroute||A83||15 ; Gare routière||Fontenay-le-Comte (P.E.M.U)||12";;02 51 00 80 12;;aubergedemaitrepannetier@gmail.com;https://www.maitrepannetier.com/;;"Facebook||http://www.facebook.com/maitrepannetier ; Tripadvisor||";;;Le petit futé;;;oui;;;"Banquet;Séminaire;Service en terrasse;WiFi;Plats à emporter / Covid-19";60;2;30;1;0;;oui;oui;10;60;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";46.5718721,-0.7704539;Vendée
RESTAURANT AUBERGE DES 7 PLATS;Restaurant;Cuisine traditionnelle;;79 Grande Rue;;72000;;;LE MANS;72181;48.0081924;0.1966029;;;02 43 24 57 77;;;http://www.les7plats.fr;;Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g187195-d809065-Reviews-L_auberge_des_7_plats-Le_Mans_Sarthe_Pays_de_la_Loire.html;;;"Gault Millau;Guide du Routard Pays de la Loire;Le petit futé;Le Routard Hôtels et Restos de France";;;non;;Tables et Auberges de France;;80;4;0;0;4;;Anglais;Anglais;;;;;;;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";48.0081924,0.1966029;Sarthe
RESTAURANT AUBERGE DES BLES D'OR;Restaurant;Restaurant gastronomique - cuisine raffinée;;29 rue Principale;;72230;;;RUAUDIN;72260;47.9437925;0.26356299;"Route (nationale/départ.)||N 138||2 ; Autoroute||A 28||8 ; Gare SNCF||Le Mans||7";;02 43 75 79 33;;aubergeblesdor@orange.fr;;;;;;Gault Millau;;;oui;;;"Banquet;Séminaire";300;4;;;0;;oui;oui;20;160;oui;;"PLANCHARD||02.43.75.79.33|| ; PLANCHARD||02.43.75.79.33||";;;;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.9437925,0.26356299;Sarthe
RESTAURANT AUBERGE DES MATFEUX;Restaurant;Restaurant gastronomique - cuisine raffinée;;289 avenue Nationale;;72230;;;ARNAGE;72008;47.9154683;0.17867805;"Route (nationale/départ.)||D307||0 ; Autoroute||A 11||15 ; Aéroport/aérodrome||Le Mans||5 ; Gare SNCF||Le Mans||10 ; Héliport||||5";;02 43 21 10 71;;contact@aubergedesmatfeux.fr;https://www.aubergedesmatfeux.fr;;"Facebook||https://www.facebook.com/aubergedesmatfeux/?ref=bookmarks ; Tripadvisor||http://www.tripadvisor.fr/Restaurant_Review-g670673-d2221219-Reviews-Auberge_des_Matfeux-Arnage_Sarthe_Pays_de_la_Loire.html ; Instagram||https://www.instagram.com/aubergedesmatfeux/ ; ||https://www.linkedin.com/company/26734028/";;;"Bottin Gourmand;Champerard;Gault Millau;Guide du Routard Pays de la Loire;Le petit futé;Michelin;Pudlowski";;"Déficience mentale ; Déficience moteur ; Déficience visuelle";oui;;"Maitres Restaurateurs;Qualité Tourisme";"Banquet;Climatisation;Plats à emporter;Séminaire;Traiteur;WiFi;Plats à emporter / Covid-19";;3;0;1;1;;"Anglais;Français";"Anglais;Français";1;10;;"12/07/2020||12/07/2020||Ouverture exceptionnelle.||||||||||||||||||||||||||||||||||||||||||||||||||||||||19:15||21:30 ; 03/08/2020||20/08/2020||||Congés d'été.|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 14/07/2020||14/07/2020||||Fermeture exceptionnelle.||||||||||||||||||||||||||||||||||||||||||||||||||||||||";MAXIME||02 43 21 10 71||reservation@matfeux.fr;;;"Menu enfant||18,00||18,00|| ; Menu adulte soir et week-end||57,00||80,00|| ; Menu adulte du jour (midi en semaine)||36,00||36,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces";47.9154683,0.17867805;Sarthe
RESTAURANT AUBERGE DU DONNEAU;Restaurant;Cuisine traditionnelle;;Place de l'Eglise;;44440;;;PANNECE;44118;47.4851523;-1.239992;Route (nationale/départ.)||RD9||0;;02 40 05 67 34;;landfamily@orange.fr;https://www.aubergedudonneau.fr/;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g3348858-d5797643-Reviews-Auberge_du_Donneau-Pannece_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop57"" class=""TA_selfserveprop"">;<ul id=""06PhYh22Mt"" class=""TA_links 6pgaxc"">;<li id=""NFZGOmIhB"" class=""LkNNrjYdAYe"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=57&amp;locationId=5797643&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;oui;;;"Plats à emporter;WiFi;Plats à emporter / Covid-19";65;1;20;1;0;;oui;oui;;56;oui;01/05/2020||30/06/2020||Vente à emporter tous les midis, 7/7 jrs.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;Menu adulte du jour (midi en semaine)||6,50||10,00||;"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.4851523,-1.239992;Loire-Atlantique
RESTAURANT AUBERGE DU TIRE BOUCHON;Hôtel restaurant;Cuisine traditionnelle;;34 rue de la Vallée du Havre;;44521;;;COUFFE;44048;47.3896457;-1.2959308;"Route (nationale/départ.)||D21||0 ; Route (nationale/départ.)||RD723||6 ; Gare SNCF||Ancenis||12 ; Autoroute||Péage d'Ancenis A11||9";;02 40 96 54 39;;tire-bouchon@laposte.net;http://www.aubergedutirebouchon.com;;Tripadvisor||https://www.tripadvisor.fr/Restaurant_Review-g1753324-d8001680-Reviews-Auberge_Du_Tire_Bouchon-Couffe_Loire_Atlantique_Pays_de_la_Loire.html;"<div id=""TA_selfserveprop996"" class=""TA_selfserveprop"">;<ul id=""in4C1sxqQUH"" class=""TA_links WIzSbG5pi"">;<li id=""70VppDvo"" class=""ZVmfnR"">;<a target=""_blank"" href=""https://www.tripadvisor.fr/""><img src=""https://www.tripadvisor.fr/img/cdsi/img2/branding/150_logo-11900-2.png"" alt=""TripAdvisor""/></a>;</li>;</ul>;</div>;<script src=""https://www.jscache.com/wejs?wtype=selfserveprop&amp;uniq=996&amp;locationId=8001680&amp;lang=fr&amp;rating=true&amp;nreviews=3&amp;writereviewlink=false&amp;popIdx=false&amp;iswide=false&amp;border=true&amp;display_version=2""></script>;";;;;;oui;;Auberge de Village;"Banquet;Plats à emporter;WiFi;Plats à emporter / Covid-19";50;1;50;;;;oui;oui;;45;oui;01/05/2020||30/06/2020||Ouvert du mercredi au dimanche. Vente à emporter le jeudi, vendredi et dimanche. ||||10:00||13:30||||||10:00||13:30||||||10:00||13:30||||||10:00||13:30||||||10:00||13:30||||||||||||||||||||;;;;Menu adulte du jour (midi en semaine)||7,00||13,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.3896457,-1.2959308;Loire-Atlantique
RESTAURANT AUBERGE DU VIGNOBLE;Restaurant;Cuisine traditionnelle;;4 rue Aubert;;44430;;;LE LANDREAU;44079;47.2048787;-1.3063324;;;02 40 06 42 94;;;https://www.aubergeduvignoble.com/;;;;;;;;;;;Banquet;90;2;;;;;oui;oui;;;oui;;;;;;"Cartes bancaires;Chèques bancaires et postaux";47.2048787,-1.3063324;Loire-Atlantique
RESTAURANT AUX BERGES DU LAC;Restaurant;Cuisine traditionnelle;;Route du plessis;;72510;;;MANSIGNE;72182;47.7522057;0.1326182;;;02 44 52 59 02;;auxbergesdulac72@gmail.com;http://basedeloisirsmansigne.fr;;Facebook||https://www.facebook.com/johan.wolle;;;;;;oui;;;"Banquet;Plats à emporter;Séminaire;Service en terrasse;Traiteur;WiFi";150;1;150;;;;oui;oui;;40;oui;"04/04/2020||26/06/2020||||||||||||||||||||||||||||||||||||||||||||||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30 ; 27/06/2020||30/08/2020||||||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30||12:00||14:00||19:30||21:30";;;;Plats à la carte||10,00||18,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.7522057,0.1326182;Sarthe
RESTAURANT AUX BERGES SARTHOISES;Restaurant;Cuisine traditionnelle;;20 rue de la Mairie;;72210;;;ROEZE-SUR-SARTHE;72253;47.8949171;0.06778811;"Route (nationale/départ.)||D23 entre Le Mans et La Suze||1 ; Autoroute||||12 ; Gare SNCF||||5 ; Halte fluviale||Bord de rivière, un ponton d'accostage.||0,5";;02 43 77 35 21;;;;;;;;;;;oui;;;"Banquet;Plats à emporter;Traiteur;Plats à emporter / Covid-19";95;2;0;0;2;;oui;oui;6;80;oui;01/01/2020||31/12/2020||||fermé 3 premières d'aout et semaine de noel/premier de l'an||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;"Menu adulte du jour (midi en semaine)||13,00|||| ; Menu adulte soir et week-end||36,50||43,00||";"Cartes bancaires;Chèques bancaires et postaux;Tickets Restaurant";47.8949171,0.06778811;Sarthe
RESTAURANT AUX DÉLICES D'ELLE;Restaurant;Cuisine traditionnelle;;11, Rue du Commerce;;85770;;;L'ILE-D'ELLE;85111;46.3306321;-0.9477391;"Marais Poitevin||||0 ; Route (nationale/départ.)||D938T||1 ; Autoroute||A83||18";;02 51 00 69 49;;benoist.valerie79@gmail.com;https://aux-delices-delle-lile-delle.eatbu.com;;;;;;;;oui;;;"Climatisation;Plats à emporter;Service en terrasse;WiFi";;2;;;1;;oui;oui;;;oui;01/01/2020||31/12/2020||||||09:00||14:30||17:00||21:00||09:00||14:30||17:00||21:00||09:00||14:30||||||09:00||14:30||17:00||21:00||09:00||14:30||17:00||21:00||09:00||15:00||18:00||23:00||09:00||15:00||18:00||21:00;BENOIST Valérie||02 51 00 69 49||benois.valerie79@gmail.com;;;;"Cartes bancaires;Espèces;Tickets Restaurant";46.3306321,-0.9477391;Vendée
RESTAURANT AUX FORGES DE LA ROSE;Restaurant;Cuisine traditionnelle;;Le Carrefour;;72290;;;TEILLE;72349;48.187452;0.162783;Autoroute||A28 - sortie n°21 Ballon||3;;02 43 27 46 10;;contact@auxforgesdelarose.fr;https://www.gite-auxforgesdelarose.fr/;;Facebook||https://www.facebook.com/auxforgesdelarose/;;;;;;oui;;;"Banquet;Séminaire;Service en terrasse;Traiteur;WiFi;Plats à emporter / Covid-19;Livraison à domicile / Covid-19";38;2;20;;;;oui;oui;;100;oui;01/01/2020||31/12/2020||Le weekd si le gîte n'est pas réservé, il est préférable d'appeler avant et de réserver. ||||12:00||14:30||||||12:00||14:30||||||12:00||14:30||||||12:00||14:30||||||12:00||14:30||19:00||23:00||12:00||14:30||19:00||23:00||12:00||14:30||||;||02 43 27 46 10||;;;"Menu adulte du jour (midi en semaine)||13,00|||| ; Menu adulte soir et week-end||22,00||||";"Cartes bancaires;Espèces";48.187452,0.162783;Sarthe
RESTAURANT BAR LIBERTÀ;Restaurant;;;1 Rue Gambetta;;72000;;;LE MANS;72181;48.004275;0.195565;;;02 43 83 00 40;;famiglia@libertalemans.com;https://www.libertalemans.com/;;Facebook||https://www.facebook.com/famiglialiberta/;;;;;;;;;;;;;;;;oui;oui;;250;;||||||||12:00||||||01:00||12:00||||||01:00||12:00||||||01:00||12:00||||||01:00||12:00||||||01:00||12:00||||||01:00||12:00||||||01:00;;;;;;48.004275,0.195565;Sarthe
RESTAURANT BOARDS & BURGERS ATLANTIC WAKE PARK;Restaurant;Restauration rapide;;3, Allée du Banc Cantin;;85460;;;L'AIGUILLON-SUR-MER;85001;46.3309678;-1.3078977;;06 76 27 55 04;;;contact@atlanticwakepark.com;;;"Facebook||https://www.facebook.com/BoardsnBurgers-158345208210130/ ; Tripadvisor||https://www.tripadvisor.fr/Attraction_Review-g1940571-d8567944-Reviews-Atlantic_Wake_Park-L_Aiguillon_sur_Mer_Vendee_Pays_de_la_Loire.html";;;;;;oui;en laisse;;"Plats à emporter;Séminaire;Service en terrasse;WiFi";50;1;40;1;;;oui;oui;;50;non;"01/04/2020||30/04/2020||||Le mardi|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/05/2020||30/06/2020||||Le mardi et jeudi|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/07/2020||31/08/2020|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/09/2020||30/09/2020||||Le mardi et jeudi|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 01/10/2020||15/11/2020||||Le mardi, mercredi et jeudi||||||||||||||||||||||||||||||||||||||||||||||||||||||||";;;;"Plats à la carte||3,00||14,00|| ; Menu adulte du jour (midi en semaine)||12,00|||| ; Menu enfant||6,00||||";"Cartes bancaires;Chèques bancaires et postaux;Espèces";46.3309678,-1.3078977;Vendée
RESTAURANT BUFFALO GRILL;Restaurant;Cuisine traditionnelle;;Rue du Général Patton;;44110;;;CHATEAUBRIANT;44036;47.7039866;-1.3940138;;;02 40 07 23 76;;;;;;;;;;;oui;;;"Service en terrasse;WiFi";160;;40;;;;oui;oui;;;oui;||||||ouvert 7 jours/7||||||||||||||||||||||||||||||||||||||||||||||||||||||||;||02 40 07 23 76||;;;Menu adulte du jour (midi en semaine)||8,50||15,50||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Tickets Restaurant";47.7039866,-1.3940138;Loire-Atlantique
RESTAURANT BÉNUREAU;;Restaurant gastronomique - cuisine raffinée;;Le Grand Plessis;;44980;;;SAINTE-LUCE-SUR-LOIRE;44172;47.2467047;-1.4685393;;;02 40 25 95 25;;;http://www.restaurantbenureau.com;;;;;Gault Millau;;;;;;;;;;;;;;;;;;;;oui;||http://www.nantes-tourisme.com/book/382392||||||;;;47.2467047,-1.4685393;Loire-Atlantique
RESTAURANT CAFÉ MÉLUSINE;Restaurant;Brasserie;;19 rue du Duc d'Aquitaine;;85120;;;VOUVANT;85305;46.5724922;-0.7709284;;;02 51 00 81 34;;cafe.melusine@orange.fr;https://www.facebook.com/cafemelusine85/;;"Facebook||https://www.facebook.com/cafemelusine85/ ; Tripadvisor||";;;;;;oui;;;"Plats à emporter;Service en terrasse;WiFi;Plats à emporter / Covid-19";60;1;36;0;0;;oui;oui;;20;oui;;Café Mélusine||02 51 00 81 34||cafe.melusine@orange.fr;;;;"Cartes bancaires;Chèques bancaires et postaux";46.5724922,-0.7709284;Vendée
RESTAURANT CHEZ SAM;Restaurant;Pizzeria;;30 rue Victor Hugo;Segré;49500;;;SEGRÉ-EN-ANJOU BLEU;49331;47.6856192;-0.8726223;;;02 41 92 11 81;;;;;"Facebook||https://www.facebook.com/pages/category/Pizza-Place/Chez-Sam-104171961425050/ ; Tripadvisor||";;;;;;;;;"Plats à emporter;Service en terrasse;Plats à emporter / Covid-19";70;1;60;0;0;;oui;oui;;30;oui;"01/01/2020||01/11/2020||Ouvert du mardi midi au samedi soir.||Fermé le dimanche et lundi.|||||||||||||||||||||||||||||||||||||||||||||||||||||||| ; 02/11/2020||31/12/2020||COVID-19 : ouvert du lundi au samedi midi et soir uniquement en vente à emporter. Retrait des commandes dès 17h30. ||COVID-19 : fermé le dimanche||12:00||14:00||17:30||20:30||12:00||14:00||17:30||20:30||12:00||14:00||17:30||20:30||12:00||14:00||17:30||20:30||12:00||14:00||17:30||20:30||12:00||14:00||17:30||20:30||||||||";Restaurant Chez Sam||02 41 92 11 81||;;;"Menu adulte du jour (midi en semaine)||9,50||28,00|| ; Menu adulte soir et week-end||9,50||28,00|| ; Plats à la carte||9,00||13,00|| ; Menu enfant||9,00||9,00||";"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Tickets Restaurant";47.6856192,-0.8726223;Maine-et-Loire
